"Summary","Description","Priority","Labels","Issue Type"
"US_044: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip blog category'in bilgilerini gncelleyebilmek istiyorum.","**Role:** ""Blogs Categories""
**Acceptance Criteria:**
- ""/api/updateBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Updated."""" oldugu dogrulanmali.""
- ""/api/updateBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is no information to update."""" oldugu dogrulanmali.""
- ""/api/updateBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ile kayd olmayan bir (id) ve dogru data (title) iceren bir PATCH body gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not category for this id."""" oldugu, (id) icermeyen ve dogru data (title) iceren bir PATCH body gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/updateBlogCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/updateBlogCategory/{id} endpoint'inden donen response body icindeki Updated Blog Category ID bilgisinin /api/updateBlogCategory/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden gncellenmek istenen blog category kaydinin gncellendigi, API uzerinden dogrulanmali.
(Response body'de dnen Updated Blog Category ID ile /api/blogCategory/{id} endpoint'ine GET request gnderilerek kaydn gncellendii dorulanabilir.)""","High","""Blogs Categories""","Story"
"US_045: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip blog category bilgilerini silebilmek istiyorum.","**Role:** ""Blogs Categories""
**Acceptance Criteria:**
- ""/api/deleteBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Deleted."""" oldugu dogrulanmali.""
- ""/api/deleteBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir DELETE request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not category for this id."""" oldugu, (id) icermeyen bir DELETE request gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/deleteBlogCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/deleteBlogCategory/{id} endpoint'inden donen response body icindeki Deleted Blog Category Id bilgisinin /api/deleteBlogCategory/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden silinmek istenen blog category kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dnen Deleted Blog Category Id ile /api/blogCategory/{id} endpoint'ine GET request gnderilerek kaydn silindii dorulanabilir.)""","High","""Blogs Categories""","Story"
"US_046: Bir ynetici olarak API balants zerinden coupons'a eriebilmek istiyorum.","**Role:** Coupons
**Acceptance Criteria:**
- ""/api/coupons endpoint'ine gecerli authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- id(x) olaninin response body'de donen bilgileri (creator_id, title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, user_type, product_type, for_first_purchase, status, expired_at, created_at) dorulanmal.
- ""/api/coupons endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Medium","Coupons","Story"
"US_047: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip coupon'un detayl bilgilerine erisebilmeliyim.","**Role:** Coupons
**Acceptance Criteria:**
- ""/api/coupon/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- Response body icindeki list datalarnn (id, creator_id, title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, user_type, product_type, for_first_purchase, status, expired_at, created_at) ierikleri dorulanmali.
- ""/api/coupon/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir GET request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not coupon for this id."""" oldugu, (id) icermeyen bir GET request gnderildiginde de dnen status code'un 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/coupon/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Low","Coupons","Story"
"US_048: Bir ynetici olarak API balants zerinden yeni bir coupon kayd olusturabilmek istiyorum.","**Role:** Coupons
**Acceptance Criteria:**
- ""/api/addCoupon endpoint'ine gecerli authorization bilgileri ve dogru datalar (title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase, expired_at) iceren bir POST body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Added."""" oldugu dogrulanmali.""
- ""/api/addCoupon endpoint'ine gecerli authorization bilgileri ve ayn kod (code) iceren bir POST body (title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase, expired_at) gnderildiginde dnen status code'in 422 oldugu ve response body'deki message bilgisinin """"The code has already been taken."""" oldugu, data icermeyen bir POST request gnderildiginde dnen status code'in 422 oldugu ve response body'deki message bilgisinin """"The title field is required. (and 4 more errors)"""" oldugu dogrulanmali""
- ""/api/addCoupon endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase, expired_at) iceren bir POST body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- ""API uzerinden olusturulmak istenen yeni coupon kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dnen Added Coupon IDile /api/coupon/{id} endpoint'ine GET request gnderilerek kayt oluturulduu dorulanabilir.)""","High","Coupons","Story"
"US_049: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip coupon'un bilgilerini gncelleyebilmek istiyorum.","**Role:** Coupons
**Acceptance Criteria:**
- ""/api/updateCoupon/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Updated."""" oldugu dogrulanmali.""
- ""/api/updateCoupon/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is no information to update."""" oldugu dogrulanmali.""
- ""/api/updateCoupon/{id} endpoint'ine gecerli authorization bilgileri ile kayd olmayan bir (id) ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not coupon for this id."""" oldugu, (id) icermeyen ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/updateCoupon/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/updateCoupon/{id} endpoint'inden donen response body icindeki Updated Coupon ID bilgisinin /api/updateCoupon/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden gncellenmek istenen coupon kaydinin gncellendigi, API uzerinden dogrulanmali.
(Response body'de dnen Updated Coupon ID ile /api/coupon/{id} endpoint'ine GET request gnderilerek kaydn gncellendii dorulanabilir.)""","High","Coupons","Story"
"US_050: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip coupon bilgilerini silebilmek istiyorum.","**Role:** Coupons
**Acceptance Criteria:**
- ""/api/deleteCoupon/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Deleted."""" oldugu dogrulanmali.""
- ""/api/deleteCoupon/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir DELETE request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not coupon for this id."""" oldugu, (id) icermeyen bir DELETE request gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/deleteCoupon/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/deleteCoupon/{id} endpoint'inden donen response body icindeki Deleted Coupon ID bilgisinin /api/deleteCoupon/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden silinmek istenen coupon kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dnen Deleted Coupon ID ile /api/coupon/{id} endpoint'ine GET request gnderilerek kaydn silindii dorulanabilir.)""","High","Coupons","Story"
"US_051: Bir ynetici olarak API balants zerinden supports'a eriebilmek istiyorum.","**Role:** Supports
**Acceptance Criteria:**
- ""/api/supports endpoint'ine gecerli authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- id(x) olaninin response body'de donen bilgileri (user_id, webinar_id, department_id, title, status, created_at, updated_at, status_order, id, full_name, role_name) dorulanmal.
- ""/api/supports endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Medium","Supports","Story"
"US_052: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip support'un detayl bilgilerine erisebilmeliyim.","**Role:** Supports
**Acceptance Criteria:**
- ""/api/support/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- Response body icindeki list datalarnn (id, user_id, webinar_id, department_id, title, status, created_at, updated_at, status_order, id, full_name, role_name) ierikleri dorulanmali.
- ""/api/support/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir GET request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not support message for this id"""" oldugu, (id) icermeyen bir GET request gnderildiginde de dnen status code'un 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/support/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Low","Supports","Story"
"US_053: Bir ynetici olarak API balants zerinden yeni bir support kayd olusturabilmek istiyorum.","**Role:** Supports
**Acceptance Criteria:**
- ""/api/addSupport endpoint'ine gecerli authorization bilgileri ve dogru datalar (title, department_id, message) iceren bir POST body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Added."""" oldugu dogrulanmali.""
- ""/api/addSupport endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gnderildiginde dnen status code'in 422 oldugu ve response body'deki message bilgisinin """"The title field is required. (and 2 more errors)"""" oldugu dogrulanmali""
- ""/api/addSupport endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (title, department_id, message) iceren bir POST body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- ""API uzerinden olusturulmak istenen yeni support kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dnen Added Support ID ile /api/support/{id} endpoint'ine GET request gnderilerek kayt oluturulduu dorulanabilir.)""","High","Supports","Story"
"US_054: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip support'un bilgilerini gncelleyebilmek istiyorum.","**Role:** Supports
**Acceptance Criteria:**
- ""/api/updateSupport/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (title, department_id, message) iceren bir PATCH body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Updated Succesfully"""" oldugu dogrulanmali.""
- ""/api/updateSupport/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is no information to update"""" oldugu dogrulanmali.""
- ""/api/updateSupport/{id} endpoint'ine gecerli authorization bilgileri ile kayd olmayan bir (id) ve dogru datalar (title, department_id, message) iceren bir PATCH body gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not support message for this id."""" oldugu, (id) icermeyen ve dogru datalar (title, department_id, message) iceren bir PATCH body gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/updateSupport/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (title, department_id, message) iceren bir PATCH body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/updateSupport/{id} endpoint'inden donen response body icindeki Updated Support ID bilgisinin /api/updateSupport/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden gncellenmek istenen support kaydinin gncellendigi, API uzerinden dogrulanmali.
(Response body'de dnen Updated Support ID ile /api/support/{id} endpoint'ine GET request gnderilerek kaydn gncellendii dorulanabilir.)""","High","Supports","Story"
"US_055: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip support bilgilerini silebilmek istiyorum.","**Role:** Supports
**Acceptance Criteria:**
- ""/api/deleteSupport/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Deleted."""" oldugu dogrulanmali.""
- ""/api/deleteSupport/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir DELETE request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not support message for this id."""" oldugu, (id) icermeyen bir DELETE request gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/deleteSupport/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/deleteSupport/{id} endpoint'inden donen response body icindeki Deleted Support Id bilgisinin /api/deleteSupport/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden silinmek istenen support kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dnen Deleted Support Id ile /api/support/{id} endpoint'ine GET request gnderilerek kaydn silindii dorulanabilir.)""","High","Supports","Story"
"US_056: Bir ynetici olarak API balants zerinden support departments'e eriebilmek istiyorum.","**Role:** Supports Departments
**Acceptance Criteria:**
- ""/api/departments endpoint'ine gecerli authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- id(x) olaninin response body'de donen bilgileri (created_at, supports_count, title, id, support_department_id, locale, title) dorulanmal.
- ""/api/departments endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Medium","Supports Departments","Story"
"US_057: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip support department'n detayl bilgilerine erisebilmeliyim.","**Role:** Supports Departments
**Acceptance Criteria:**
- ""/api/department/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- Response body icindeki list datalarnn (id, created_at, title, id, support_department_id, locale, title) ierikleri dorulanmali.
- ""/api/department/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir GET request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not support department for this id."""" oldugu, (id) icermeyen bir GET request gnderildiginde de dnen status code'un 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/department/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Low","Supports Departments","Story"
"US_058: Bir ynetici olarak API balants zerinden yeni bir support department kayd olusturabilmek istiyorum.","**Role:** Supports Departments
**Acceptance Criteria:**
- ""/api/addDepartment endpoint'ine gecerli authorization bilgileri ve dogru data (title) iceren bir POST body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Added."""" oldugu dogrulanmali.""
- ""/api/addDepartment endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gnderildiginde dnen status code'in 422 oldugu ve response body'deki message bilgisinin """"The title field is required."""" oldugu dogrulanmali""
- ""/api/addDepartment endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru data (title) iceren bir POST body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- ""API uzerinden olusturulmak istenen yeni support department kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dnen Added Support Department ID ile /api/department/{id} endpoint'ine GET request gnderilerek kayt oluturulduu dorulanabilir.)""","High","Supports Departments","Story"
"US_059: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip support department'in bilgilerini gncelleyebilmek istiyorum.","**Role:** Supports Departments
**Acceptance Criteria:**
- ""/api/updateDepartment/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Updated."""" oldugu dogrulanmali.""
- ""/api/updateDepartment/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is no information to update."""" oldugu dogrulanmali.""
- ""/api/updateDepartment/{id} endpoint'ine gecerli authorization bilgileri ile kayd olmayan bir (id) ve dogru data (title) iceren bir PATCH body gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not support department for this id."""" oldugu, (id) icermeyen ve dogru data (title) iceren bir PATCH body gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/updateDepartment/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/updateDepartment/{id} endpoint'inden donen response body icindeki Updated Support Department ID bilgisinin /api/updateDepartment/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden gncellenmek istenen support department kaydinin gncellendigi, API uzerinden dogrulanmali.
(Response body'de dnen Updated Support Department ID ile /api/department/{id} endpoint'ine GET request gnderilerek kaydn gncellendii dorulanabilir.)""","High","Supports Departments","Story"
"US_060: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip support department bilgilerini silebilmek istiyorum.","**Role:** Supports Departments
**Acceptance Criteria:**
- ""/api/deleteDepartment/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Deleted."""" oldugu dogrulanmali.""
- ""/api/deleteDepartment/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir DELETE request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not support department for this id."""" oldugu, (id) icermeyen bir DELETE request gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/deleteDepartment/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/deleteDepartment/{id} endpoint'inden donen response body icindeki Deleted Support Department ID bilgisinin /api/deleteDepartment/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden silinmek istenen support department kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dnen Deleted Support Department ID ile /api/department/{id} endpoint'ine GET request gnderilerek kaydn silindii dorulanabilir.)""","High","Supports Departments","Story"
"US_061: Bir ynetici olarak API balants zerinden contacts'a eriebilmek istiyorum.","**Role:** Contacts
**Acceptance Criteria:**
- ""/api/contacts endpoint'ine gecerli authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- id(x) olaninin response body'de donen bilgileri (name, email, phone, subject, message, reply, status, created_at) dorulanmal.
- ""/api/contacts endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Medium","Contacts","Story"
"US_062: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip contact'n detayl bilgilerine erisebilmeliyim.","**Role:** Contacts
**Acceptance Criteria:**
- ""/api/contact/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 200 ve response body'deki remark bilgisinin """"success"""" oldugu dogrulanmali.""
- Response body icindeki list datalarnn (id, name, email, phone, subject, message, reply, status, created_at) ierikleri dorulanmali.
- ""/api/contact/{id} endpoint'ine gecerli authorization bilgileri ve kayd olmayan bir (id) iceren bir GET request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not contact message for this id."""" oldugu, (id) icermeyen bir GET request gnderildiginde de dnen status code'un 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/contact/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gnderildiginde dnen status code'in 401 ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali.""","Low","Contacts","Story"
"US_063: Bir ynetici olarak API balants zerinden yeni bir contact kayd olusturabilmek istiyorum.","**Role:** Contacts
**Acceptance Criteria:**
- ""/api/addContact endpoint'ine gecerli authorization bilgileri ve dogru datalar (name, email, phone, subject, message) iceren bir POST body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Added."""" oldugu dogrulanmali.""
- ""/api/addContact endpoint'ine gecerli authorization bilgileri ve geersiz email (email) iceren bir POST body (name, email, phone, subject, message) gnderildiginde dnen status code'in 422 olduu ve response body'deki message bilgisinin """"The email must be a valid email address."""" oldugu,  data icermeyen bir POST request gnderildiginde dnen status code'in 422 oldugu ve response body'deki message bilgisinin """"The name field is required. (and 4 more errors)"""" oldugu dogrulanmali""
- ""/api/addContact endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (name, email, phone, subject, message) iceren bir POST body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- ""API uzerinden olusturulmak istenen yeni contact kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dnen Added Contact Message ID ile /api/contact/{id} endpoint'ine GET request gnderilerek kayt oluturulduu dorulanabilir.)""","High","Contacts","Story"
"US_064: Bir ynetici olarak API baglantisi zerinden belirtilen id numarasna sahip contact'in bilgilerini gncelleyebilmek istiyorum.","**Role:** Contacts
**Acceptance Criteria:**
- ""/api/updateContact/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (phone, subject, message) iceren bir PATCH body gnderildiginde dnen status code'in 200, response body'deki remark bilgisinin """"success"""" ve Message bilgisinin de """"Successfully Updated."""" oldugu dogrulanmali.""
- ""/api/updateContact/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is no information to update."""" oldugu dogrulanmali.""
- ""/api/updateContact/{id} endpoint'ine gecerli authorization bilgileri ile kayd olmayan bir (id) ve dogru datalar (phone, subject, message) iceren bir PATCH body gnderildiginde dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"There is not contact message for this id."""" oldugu, (id) icermeyen ve dogru datalar (phone, subject, message) iceren bir PATCH body gnderildiginde de dnen status code'in 203, response body'deki remark bilgisinin """"failed"""" ve message bilgisinin de """"No id"""" oldugu dogrulanmali.""
- ""/api/updateContact/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (phone, subject, message) iceren bir PATCH body gnderildiginde dnen status code'in 401 oldugu ve response body'deki message bilgisinin """"Unauthenticated."""" oldugu dogrulanmali""
- /api/updateContact/{id} endpoint'inden donen response body icindeki Updated Contact Message ID bilgisinin /api/updateContact/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.
- ""API uzerinden gncellenmek istenen contact kaydinin gncellendigi, API uzerinden dogrulanmali.
(Response body'de dnen Updated Contact Message ID ile /api/contact/{id} endpoint'ine GET request gnderilerek kaydn gncellendii dorulanabilir.)""","High","Contacts","Story"
